_id,Date,Temp Max,Temp Min
555,08-07-1952,38.61999893,27.62000084
556,09-07-1952,38.36000061,26.61000061
557,10-07-1952,37.86999893,25.65999985
558,11-07-1952,35.50999832,25.17000008
559,12-07-1952,32.18000031,24.52000046
560,13-07-1952,32.34999847,25.80999947
561,14-07-1952,35.15000153,26.18000031
562,15-07-1952,35.38999939,26.55999947
563,16-07-1952,34.34999847,26.42000008
564,17-07-1952,32.93999863,24.51000023
565,18-07-1952,33.38999939,24.94000053
566,19-07-1952,34.04999924,25.39999962
567,20-07-1952,34.65000153,25.67000008
568,21-07-1952,33.81000137,25.35000038
569,22-07-1952,33.91999817,25.87000084
570,23-07-1952,34.58000183,25.78000069
571,24-07-1952,33.31000137,26.06999969
572,25-07-1952,32.66999817,25.46999931
573,26-07-1952,35.52999878,26.13999939
574,27-07-1952,35.84999847,26.70000076
575,28-07-1952,35.61000061,26.40999985
576,29-07-1952,36.81999969,26.22999954
577,30-07-1952,37.40000153,26.72999954
578,31-07-1952,36,26.12999916
579,01-08-1952,36.31000137,26.28000069
580,02-08-1952,36.40000153,26.10000038
581,03-08-1952,36.88999939,26.46999931
582,04-08-1952,34.43999863,26.04999924
583,05-08-1952,37.25,26.22999954
584,06-08-1952,37,26.20000076
585,07-08-1952,36.68000031,25.95000076
586,08-08-1952,34.18000031,25.97999954
587,09-08-1952,35.25,25.04000092
588,10-08-1952,34.02999878,24.42000008
589,11-08-1952,34.75,25.40999985
590,12-08-1952,35.52999878,25.69000053
591,13-08-1952,35.86999893,25.57999992
592,14-08-1952,34.68000031,26.07999992
593,15-08-1952,35.75999832,26.20000076
594,16-08-1952,34.25,26.14999962
595,17-08-1952,35.09000015,26.10000038
596,18-08-1952,35.02999878,25.89999962
597,19-08-1952,35.15000153,25.40999985
598,20-08-1952,34.97000122,25.86000061
599,21-08-1952,33.11999893,24.28000069
600,22-08-1952,32.18000031,24.95000076
601,23-08-1952,34.18999863,25.22999954
602,24-08-1952,34.88000107,25.37999916
603,25-08-1952,35,25.64999962
604,26-08-1952,34.68999863,25.36000061
605,27-08-1952,33.65000153,24.78000069
606,28-08-1952,33.83000183,24.82999992
607,29-08-1952,34.43000031,24.68000031
608,30-08-1952,33.38999939,24.44000053
609,31-08-1952,31.22999954,24.27000046
610,01-09-1952,34.38999939,24.95000076
611,02-09-1952,34.47999954,25.21999931
612,03-09-1952,34.45000076,25.18000031
613,04-09-1952,34.77999878,25.06999969
614,05-09-1952,34.41999817,25.14999962
615,06-09-1952,34.47000122,24.95999908
616,07-09-1952,34.33000183,24.98999977
617,08-09-1952,34.09000015,25.04000092
618,09-09-1952,34.25,25.11000061
619,10-09-1952,34.34000015,25.17000008
620,11-09-1952,34.04000092,24.92000008
621,12-09-1952,34.24000168,25.09000015
622,13-09-1952,34.40999985,25.10000038
623,14-09-1952,34.61000061,25
624,15-09-1952,34.43000031,24.73999977
625,16-09-1952,34.41999817,24.82999992
626,17-09-1952,34.34999847,24.79999924
627,18-09-1952,34.13999939,24.90999985
628,19-09-1952,34.15999985,24.87000084
629,20-09-1952,33.70999908,24.67000008
630,21-09-1952,33.81000137,24.79000092
631,22-09-1952,33.81000137,24.82999992
632,23-09-1952,33.97000122,24.90999985
633,24-09-1952,33.84000015,24.86000061
634,25-09-1952,33.70999908,24.63999939
635,26-09-1952,33.72999954,24.75
636,27-09-1952,33.81999969,24.68000031
637,28-09-1952,33.52999878,24.45000076
638,29-09-1952,33.29000092,24.63999939
639,30-09-1952,33.13999939,24.57999992
640,01-10-1952,34.68000031,25.36000061
641,02-10-1952,34.06999969,25.79000092
642,03-10-1952,34.93000031,24.60000038
643,04-10-1952,31.77000046,24.60000038
644,05-10-1952,30.29000092,24.29000092
645,06-10-1952,30.12000084,24.12000084
646,07-10-1952,29.82999992,24.26000023
647,08-10-1952,30.87000084,24.79000092
648,09-10-1952,32.11000061,24.07999992
649,10-10-1952,33.56999969,25.67000008
650,11-10-1952,33.22999954,24.12000084
651,12-10-1952,33.61000061,24.97999954
652,13-10-1952,33.13999939,23.87999916
653,14-10-1952,30.28000069,24.37000084
654,15-10-1952,31.12000084,23.78000069
655,16-10-1952,30.80999947,24.26000023
656,17-10-1952,32.18999863,24.78000069
657,18-10-1952,33.36999893,24.60000038
658,19-10-1952,30.26000023,24.15999985
659,20-10-1952,31.55999947,24.63999939
660,21-10-1952,31.36000061,24.60000038
661,22-10-1952,32.97999954,24.39999962
662,23-10-1952,31.87999916,22.84000015
663,24-10-1952,33.54999924,24.25
664,25-10-1952,33.70000076,24
665,26-10-1952,32.95999908,22.97999954
666,27-10-1952,32.97000122,22.01000023
667,28-10-1952,32.00999832,20.95000076
668,29-10-1952,31.76000023,21.12999916
